polymer conc,Rejection,polymer conc,Resistancce,polymer conc,poresize
28.47554666,79.62993609,23.28867076,3.311309445,22.36767022,18.38743225
28.59482873,79.57998352,23.49386356,3.27140191,22.44940051,18.4257697
28.76182362,79.50504543,23.65345796,3.27125664,22.55156685,18.45451698
28.92881852,79.44261855,23.83585156,3.271090618,22.67416402,18.50243588
29.11966983,79.38021013,24.04104436,3.231183083,22.77632689,18.55035769
29.26280831,79.29274238,24.29183556,3.177993789,22.87848975,18.5982795
29.42980321,79.24282671,24.51982756,3.191026515,22.9193549,18.61744822
29.64451093,79.16792553,24.77061876,3.164317728,23.06238465,18.67495149
29.763793,79.09295054,25.04420916,3.137588188,23.14411668,18.70370167
29.90693148,79.05552762,25.34059876,3.137318402,23.28714469,18.7707922
30.02621355,78.99306384,25.56859076,3.097390114,23.38930581,18.82830127
30.16935203,78.94312972,25.88777956,3.083859322,23.47103437,18.87622598
30.2886341,78.89317715,26.13857076,3.057150535,23.57319897,18.91456053
30.47948541,78.83076872,26.41216116,3.030420995,23.65492926,18.95289797
30.67033672,78.7683603,26.61735396,3.03023422,23.71622872,18.97206379
30.74190596,78.70585961,26.86814516,3.003525433,23.73665956,18.99123542
30.9804701,78.6559993,27.09613716,2.990077652,23.79795901,19.01040124
31.12360858,78.58104276,27.34692836,2.976609118,23.8796893,19.04873868
31.29060348,78.50610467,27.62051876,2.963119831,23.98185217,19.09666049
31.48145479,78.43118504,27.91690836,2.923129285,24.06358246,19.13499794
31.6723061,78.3562654,28.23609716,2.909598493,24.12488192,19.15416376
31.88701382,78.28136422,28.64648277,2.909224944,24.24747909,19.20208266
32.07786513,78.20644459,28.89727397,2.882516156,24.34964369,19.24041721
32.24486003,78.15652892,29.28486037,2.88216336,24.47224087,19.28833611
32.41185492,78.09410204,29.62684837,2.855371561,24.574402,19.34584519
32.55499341,78.00663429,29.94603717,2.815360262,24.65613402,19.37459537
32.74584472,77.90669224,30.26522597,2.80182947,24.75829863,19.41292991
32.93669603,77.85679502,30.58441477,2.801538932,24.88089406,19.47043608
33.10369092,77.79436815,30.83520597,2.761589891,25.00348777,19.53752951
33.31839865,77.70695575,31.10879637,2.734860351,25.10565063,19.58545132
33.48539354,77.63201767,31.38238677,2.734611318,25.16694488,19.63337893
33.62853202,77.55706113,31.67877637,2.721101279,25.22824086,19.67171928
33.79552692,77.49463425,31.95236677,2.694371739,25.43084588,19.77634384
33.91480899,77.45719288,32.20315797,2.680903205,25.75414525,19.95328005
34.08180389,77.39476601,32.54514597,2.66735166,26.02356521,20.07965758
34.20108595,77.34481343,32.84153557,2.653841621,26.23909659,20.20604278
34.32036802,77.29486086,33.13792517,2.627091328,26.45462798,20.33242797
34.41579368,77.25740104,33.36591717,2.626883801,26.67015478,20.48409632
34.51121933,77.20743001,33.54831077,2.600237272,26.93957016,20.63575702
34.65435781,77.15749589,33.75350357,2.600050497,27.10121297,20.76214986
34.72447704,77.12994665,33.98149557,2.586602716,27.31675351,20.83796873
34.79430143,77.0933821,34.25508598,2.57311343,27.58616889,20.98962943
34.90602045,77.04220253,34.43747958,2.559707154,27.80170485,21.09073146
34.97584484,77.01296169,34.55147558,2.546363137,28.01723624,21.21711665
35.0596341,76.98373165,34.89346358,2.532811592,28.28665619,21.34349419
35.17135312,76.93255208,35.07585718,2.53264557,28.50216926,21.57101203
35.28307214,76.88869622,35.21265238,2.545761307,28.71770522,21.67211406
,,,,28.93324119,21.77321609
,,,,29.04100001,21.87433343
,,,,29.25653139,22.00071862
,,,,29.4181742,22.12711146
,,,,29.74148273,22.25348135
,,,,29.90312096,22.40515735
,,,,30.11865235,22.53154254
,,,,30.33418831,22.63264457
,,,,30.46778834,22.67952841
,,,,30.57854316,22.75746768
,,,,30.68930034,22.82241446
,,,,30.80005988,22.87436873
,,,,30.88312482,22.93931943
,,,,31.04926647,23.00425833
,,,,31.16001895,23.09519011
,,,,31.2984613,23.19911045
,,,,31.57536484,23.30301112
,,,,31.76918932,23.41991609
,,,,31.93532391,23.5238325
,,,,32.10146086,23.61475641
,,,,32.23990322,23.71867675
,,,,32.40603781,23.82259315
,,,,32.51679499,23.88753992
,,,,32.62755217,23.95248669
,,,,32.73830935,24.01743346
,,,,32.821379,24.05639917
,,,,32.93213618,24.12134594
,,,,33.07058089,24.21227378
,,,,33.2090256,24.30320161
,,,,33.40285243,24.40711409
,,,,33.56899173,24.48504549
,,,,33.65205432,24.5629887
,,,,33.76281385,24.61494297
,,,,33.87357339,24.66689724
,,,,33.98433528,24.70585901
,,,,34.03970563,24.78380614
,,,,34.15046516,24.83576042
,,,,34.28891223,24.91369575
,,,,34.39966941,24.97864252
,,,,34.51043129,25.01760429
,,,,34.648876,25.10853213
,,,,34.78731601,25.22544497
,,,,34.95345531,25.30337638
,,,,35.03652025,25.36832708
,,,,35.23035414,25.43326205
,,,,35.2857292,25.48522419
